Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Yield
36,58,25,28.660242080688477,59.318912506103516,8.39913558959961,36.92629623413086,MothBeans,1600
4,43,18,29.02955436706543,61.093875885009766,8.840656280517578,72.98016357421875,MothBeans,5600
29,54,16,27.780315399169922,54.650299072265625,8.153022766113281,32.050254821777344,MothBeans,3600
32,43,22,31.999286651611328,54.10774612426758,5.270749568939209,71.62667083740234,MothBeans,4100
14,55,15,27.3358097076416,55.27756118774414,8.050304412841797,73.44775390625,MothBeans,3500
5,35,20,28.929527282714844,53.57014846801758,9.679241180419922,66.35633850097656,MothBeans,1900
25,57,24,27.654722213745117,58.59986114501953,6.974978446960449,36.94255065917969,MothBeans,1100
11,53,24,28.52396583557129,55.77264404296875,7.393898963928223,61.3293571472168,MothBeans,2300
40,49,17,31.022159576416016,45.89239501953125,6.687275409698486,53.567832946777344,MothBeans,4200
38,56,25,25.74095344543457,45.384971618652344,7.881186485290527,67.43488311767578,MothBeans,2000
27,43,23,31.70447540283203,56.85420227050781,5.875333786010742,44.943172454833984,MothBeans,4500
24,38,22,24.478763580322266,58.516639709472656,8.202706336975098,34.96933364868164,MothBeans,4500
23,45,21,31.465112686157227,51.79939270019531,8.985347747802734,74.44330596923828,MothBeans,5000
29,57,20,25.60973358154297,50.73300552368164,5.8770751953125,53.392494201660156,MothBeans,3500
31,35,23,30.30260467529297,47.18283462524414,7.707594871520996,68.04039764404297,MothBeans,7000
0,55,25,28.174894332885742,43.66722869873047,4.524171352386475,45.7817268371582,MothBeans,4000
7,45,22,25.506345748901367,44.83025360107422,9.926212310791016,74.32634735107422,MothBeans,3500
17,58,25,31.12896728515625,43.587886810302734,6.455592632293701,32.76742935180664,MothBeans,1400
11,44,17,26.34043312072754,55.59160232543945,8.016210556030273,35.10511779785156,MothBeans,5800
22,49,22,28.234947204589844,61.562049865722656,3.711059093475342,72.66666412353516,MothBeans,4200
9,51,19,27.04453468322754,49.32609558105469,5.490910530090332,48.252079010009766,MothBeans,9800
28,48,15,25.161252975463867,55.254356384277344,9.25408935546875,40.8973274230957,MothBeans,3800
26,50,19,27.317913055419922,51.669212341308594,6.005242824554443,32.55919647216797,MothBeans,3200
36,56,20,25.412376403808594,49.66474151611328,7.43707799911499,31.874170303344727,MothBeans,8800
8,60,18,31.216299057006836,46.018680572509766,3.80842924118042,53.12052917480469,MothBeans,1800
24,37,21,30.573999404907227,58.22686767578125,5.818219184875488,62.74803924560547,MothBeans,2450
22,43,24,25.4251708984375,53.2208251953125,4.523635387420654,46.19374465942383,MothBeans,2100
36,43,24,27.094005584716797,43.653053283691406,3.510404348373413,41.53749465942383,MothBeans,1400
22,44,24,24.309350967407227,56.329383850097656,6.030447483062744,58.995361328125,MothBeans,3800
17,43,22,30.061426162719727,45.90067672729492,5.498340606689453,41.055091857910156,MothBeans,2100
8,45,15,28.09568977355957,60.98353958129883,4.611363887786865,33.84110641479492,MothBeans,2200
7,56,23,26.339088439941406,40.009334564208984,5.545219421386719,55.50429153442383,MothBeans,2700
36,57,16,28.614089965820312,57.142189025878906,8.292875289916992,57.02891540527344,MothBeans,3400
11,45,19,28.70012092590332,44.359649658203125,3.828031539916992,44.1162223815918,MothBeans,2300
6,36,22,24.216102600097656,59.792362213134766,8.869532585144043,42.247833251953125,MothBeans,2100
17,57,20,28.506778717041016,45.20094299316406,3.7935752868652344,66.1761474609375,MothBeans,2600
4,47,20,25.979490280151367,64.95585632324219,4.1931891441345215,72.19245910644531,MothBeans,3400
9,49,16,30.88482666015625,41.36561965942383,7.661537170410156,55.05380630493164,MothBeans,3600
25,51,24,25.504241943359375,61.668521881103516,9.392694473266602,65.07981872558594,MothBeans,5700
36,44,21,25.125289916992188,51.33189392089844,4.5161542892456055,38.48678970336914,MothBeans,2000
21,38,20,27.105079650878906,63.56791305541992,5.794289588928223,62.202796936035156,MothBeans,5800
37,57,20,31.100624084472656,44.8206901550293,7.354287147521973,70.79934692382812,MothBeans,2300
32,48,18,26.457077026367188,56.40226364135742,5.993513584136963,64.16167449951172,MothBeans,8600
29,44,20,30.041322708129883,63.56222915649414,8.620107650756836,31.831924438476562,MothBeans,3800
25,51,18,27.777996063232422,54.82130813598633,9.459493637084961,50.284385681152344,MothBeans,3400
10,44,24,30.992568969726562,43.021514892578125,8.034412384033203,58.27600860595703,MothBeans,3400
23,35,18,26.490833282470703,47.36534881591797,5.414492607116699,36.993629455566406,MothBeans,3500
9,60,23,31.969879150390625,57.173770904541016,6.276004314422607,64.25520324707031,MothBeans,1400
3,58,21,25.361404418945312,46.8265266418457,9.16069221496582,55.60523223876953,MothBeans,2800
22,42,22,25.542491912841797,56.966407775878906,7.887658596038818,48.46797180175781,MothBeans,1100
12,39,21,28.99319076538086,62.85948181152344,8.183844566345215,70.47130584716797,MothBeans,1900
39,36,22,29.34317398071289,60.50320816040039,9.07201099395752,34.033355712890625,MothBeans,2500
32,41,16,28.636188507080078,61.39451217651367,7.702287197113037,68.54878234863281,MothBeans,2200
30,41,15,24.83206558227539,44.17084884643555,5.885096549987793,52.08108901977539,MothBeans,4000
19,36,22,25.446889877319336,58.55363464355469,6.1649627685546875,57.04826736450195,MothBeans,1800
4,46,15,31.01274871826172,62.403926849365234,3.5047523975372314,63.77192306518555,MothBeans,3000
21,39,20,27.061796188354492,52.300315856933594,7.388007640838623,60.74583435058594,MothBeans,1800
35,57,25,27.09562873840332,42.262062072753906,8.340397834777832,71.12710571289062,MothBeans,3800
22,55,24,28.56800651550293,57.306358337402344,8.66077995300293,64.5302734375,MothBeans,2300
35,51,17,28.799291610717773,49.842132568359375,3.5588228702545166,40.8553466796875,MothBeans,1300
17,56,17,27.94293785095215,45.413936614990234,5.956584930419922,69.66290283203125,MothBeans,1900
28,57,17,30.477577209472656,61.582454681396484,9.416003227233887,61.86634063720703,MothBeans,3200
22,36,16,30.58139419555664,50.771480560302734,8.184228897094727,64.5855941772461,MothBeans,3100
11,41,19,26.859113693237305,41.814208984375,5.131779193878174,44.13827133178711,MothBeans,1700
38,38,18,26.310518264770508,61.18749237060547,6.294130325317383,35.734039306640625,MothBeans,1900
23,37,24,28.77833366394043,44.22526168823242,7.9919023513793945,33.958255767822266,MothBeans,1300
25,35,20,28.902454376220703,43.35365676879883,8.923095703125,71.90018463134766,MothBeans,2100
40,45,20,29.376874923706055,57.69622802734375,6.878498077392578,38.34303283691406,MothBeans,2100
23,58,19,24.17093276977539,58.252044677734375,5.2436347007751465,59.18953323364258,MothBeans,3100
2,56,23,26.653329849243164,59.79023361206055,7.550090789794922,36.91852569580078,MothBeans,1300
3,56,17,28.199121475219727,53.50567626953125,8.709291458129883,52.135807037353516,MothBeans,6100
26,51,25,28.764888763427734,52.62741470336914,7.792508125305176,55.216068267822266,MothBeans,3100
39,42,20,29.3499698638916,61.2535400390625,8.055909156799316,40.828407287597656,MothBeans,7100
27,59,20,28.009374618530273,52.609500885009766,4.397698879241943,36.01203155517578,MothBeans,8900
24,45,19,26.858518600463867,48.82463836669922,5.952384948730469,34.742645263671875,MothBeans,3100
7,40,17,31.21239471435547,40.926048278808594,8.532078742980957,53.78770065307617,MothBeans,4100
15,45,23,24.204225540161133,61.43378829956055,7.224193572998047,46.0203971862793,MothBeans,1400
26,52,23,29.988353729248047,49.60384750366211,4.931890487670898,52.92929458618164,MothBeans,5900
20,45,16,29.93964958190918,54.618133544921875,4.6262125968933105,45.43669891357422,MothBeans,2100
34,54,24,31.211929321289062,41.55934524536133,5.026003837585449,68.8014144897461,MothBeans,1300
19,51,25,26.804744720458984,48.23991394042969,3.5253660678863525,43.878021240234375,MothBeans,1700
29,41,21,31.493980407714844,62.84916687011719,8.869796752929688,64.56807708740234,MothBeans,1100
20,50,22,30.996946334838867,46.426937103271484,9.406888008117676,38.31597900390625,MothBeans,1700
11,40,23,29.612529754638672,63.04749298095703,5.804286003112793,50.19782638549805,MothBeans,1900
15,54,15,29.976043701171875,57.03184509277344,8.354958534240723,44.860530853271484,MothBeans,4300
35,55,22,30.888830184936523,52.62696838378906,8.634929656982422,55.519325256347656,MothBeans,2100
9,59,25,30.393213272094727,60.162994384765625,7.6992011070251465,35.37493133544922,MothBeans,2300
40,45,18,30.436838150024414,55.20521926879883,5.261285781860352,30.920141220092773,MothBeans,2700
35,38,19,25.326887130737305,63.18180465698242,9.112771987915039,32.7112922668457,MothBeans,1700
14,58,17,30.536842346191406,59.96664810180664,4.605700492858887,33.48918914794922,MothBeans,2100
40,55,18,30.382577896118164,40.59260559082031,7.115993976593018,47.954063415527344,MothBeans,3500
18,36,23,24.018253326416016,53.7662353515625,7.214078426361084,35.03404235839844,MothBeans,3600
35,52,15,28.69841194152832,61.147544860839844,9.935091018676758,65.67591857910156,MothBeans,3500
4,59,22,29.337434768676758,49.003231048583984,8.914074897766113,42.44054412841797,MothBeans,2100
22,51,16,27.965837478637695,61.349002838134766,8.639586448669434,70.10472106933594,MothBeans,2300
33,47,17,24.868040084838867,48.27531814575195,8.621514320373535,63.918766021728516,MothBeans,3200
2,51,17,25.87682342529297,45.96342086791992,5.838508605957031,38.53254699707031,MothBeans,3600
16,51,21,31.019636154174805,49.97675323486328,3.532008647918701,32.812965393066406,MothBeans,2600
19,55,20,27.43329429626465,87.8050765991211,7.185301303863525,54.73367691040039,MungBean,8200
8,54,20,28.334043502807617,80.77275848388672,7.034214496612549,38.79764175415039,MungBean,2100
36,55,20,27.01470375061035,84.3426284790039,6.6359686851501465,55.29635238647461,MungBean,2100
10,56,16,28.174325942993164,81.04554748535156,6.828187465667725,36.357208251953125,MungBean,1900
22,56,17,29.878881454467773,87.3276138305664,6.890779972076416,44.752159118652344,MungBean,2600
9,57,24,29.8923282623291,89.71503448486328,7.165121078491211,42.994991302490234,MungBean,1700
34,59,23,28.562122344970703,83.2485580444336,6.93580436706543,56.48265075683594,MungBean,1900
31,51,25,27.53592872619629,85.5701904296875,7.196774005889893,53.01899337768555,MungBean,2500
0,49,18,29.683616638183594,87.93598175048828,6.990095615386963,41.82490158081055,MungBean,2100
21,39,20,28.144485473632812,82.11930847167969,7.06478214263916,46.756900787353516,MungBean,2200
28,35,22,29.530376434326172,86.73345947265625,7.1565632820129395,59.87232208251953,MungBean,6000
17,52,17,27.883529663085938,86.45147705078125,6.364967346191406,44.64406967163086,MungBean,6200
24,42,23,28.224712371826172,82.35916137695312,6.428054332733154,44.01206588745117,MungBean,3000
28,46,16,29.00812339782715,84.96089172363281,6.664187908172607,45.91011428833008,MungBean,3200
21,38,21,29.755388259887695,86.45193481445312,6.6376776695251465,37.54602813720703,MungBean,4000
34,60,25,29.784168243408203,85.1690673828125,6.793855667114258,40.77872848510742,MungBean,2400
19,53,22,27.864013671875,80.4513168334961,6.852884769439697,42.83053970336914,MungBean,2500
31,58,15,27.110265731811523,84.96772003173828,7.121571063995361,51.52617263793945,MungBean,3000
19,35,24,27.11030387878418,83.64273834228516,6.883307933807373,49.11964416503906,MungBean,3800
24,53,17,28.954511642456055,89.07865905761719,6.421271324157715,57.65901184082031,MungBean,2700
13,47,20,29.21780014038086,87.93724060058594,6.544502258300781,43.13866424560547,MungBean,4000
31,53,16,28.74201011657715,85.81675720214844,6.4520063400268555,48.54598617553711,MungBean,3500
28,45,23,29.650211334228516,80.2986831665039,6.489259243011475,56.76278305053711,MungBean,2000
31,37,21,27.23925018310547,86.40424346923828,6.7134108543396,37.31237030029297,MungBean,2600
33,60,15,28.951723098754883,81.67085266113281,6.510840892791748,56.51103210449219,MungBean,2400
34,45,21,28.188371658325195,82.60629272460938,6.287380218505859,37.011104583740234,MungBean,4000
13,57,25,28.3004150390625,86.20681762695312,6.863085746765137,50.47333908081055,MungBean,3500
33,57,17,27.896360397338867,88.71781921386719,6.784152507781982,57.79863357543945,MungBean,4000
32,57,22,28.689985275268555,87.5043716430664,6.769415855407715,44.565982818603516,MungBean,2000
23,59,25,27.826261520385742,88.73100280761719,6.320768356323242,56.68833923339844,MungBean,3500
35,41,18,28.70562744140625,81.59201049804688,6.705008506774902,59.87065505981445,MungBean,2500
6,48,24,28.636281967163086,84.61431121826172,6.790736198425293,48.483192443847656,MungBean,2400
29,36,25,28.28511619567871,88.43939971923828,7.130278587341309,48.56690216064453,MungBean,3000
4,36,22,27.60887336730957,86.13316345214844,7.012740612030029,43.800411224365234,MungBean,4000
10,59,22,28.609010696411133,86.99495697021484,7.155684947967529,36.946170806884766,MungBean,2000
14,48,21,29.245988845825195,84.80084228515625,6.991242408752441,53.432289123535156,MungBean,850
8,50,21,28.629112243652344,89.11480712890625,6.218924045562744,50.4991340637207,MungBean,3600
20,40,15,29.57329559326172,88.07505798339844,7.199495315551758,45.04467010498047,MungBean,2100
36,43,22,27.82684326171875,87.16679382324219,6.3898820877075195,58.37249755859375,MungBean,2300
14,57,15,29.875701904296875,83.14796447753906,6.623438358306885,40.12044143676758,MungBean,3600
11,60,23,27.336843490600586,88.50228881835938,7.033012866973877,51.098026275634766,MungBean,1500
10,59,15,29.83040428161621,89.30428314208984,6.324004650115967,58.86687088012695,MungBean,2200
7,60,25,28.27531623840332,82.76020812988281,6.397636890411377,56.04995346069336,MungBean,2300
2,47,15,29.868600845336914,85.99127960205078,6.401455879211426,58.4139404296875,MungBean,2400
20,45,22,29.588815689086914,89.99397277832031,6.9045867919921875,54.961212158203125,MungBean,1400
2,39,15,28.072195053100586,82.9116439819336,6.478557109832764,49.61865234375,MungBean,3000
27,40,24,27.84026527404785,89.99615478515625,7.063022136688232,52.84626007080078,MungBean,7000
35,48,15,27.10818099975586,87.45126342773438,6.9817585945129395,55.03723907470703,MungBean,3800
4,59,25,27.685152053833008,81.94268798828125,6.2271342277526855,54.622432708740234,MungBean,3000
1,48,24,29.345947265625,85.60472869873047,6.232837200164795,59.03630065917969,MungBean,950
36,43,21,28.36319351196289,84.85935974121094,7.140438079833984,52.9303092956543,MungBean,1400
11,46,24,27.652801513671875,89.80650329589844,6.459251880645752,56.52558135986328,MungBean,1100
34,47,19,27.31372833251953,85.44815063476562,6.568795204162598,53.1522331237793,MungBean,2200
21,44,18,27.06909942626953,86.89933776855469,7.12851095199585,50.46746063232422,MungBean,2000
17,58,20,28.066429138183594,85.91625213623047,6.429378986358643,39.238311767578125,MungBean,1600
25,40,21,27.733291625976562,81.13903045654297,6.248900890350342,44.17580795288086,MungBean,3900
2,38,18,27.53632926940918,89.92908477783203,6.61989164352417,45.48591995239258,MungBean,3600
9,48,20,29.664615631103516,84.28187561035156,6.37756872177124,56.095420837402344,MungBean,3200
37,49,25,29.9145450592041,85.85384368896484,6.415459632873535,41.39081573486328,MungBean,1700
36,38,15,28.363637924194336,87.59810638427734,6.320662021636963,57.995243072509766,MungBean,1400
40,58,15,29.464160919189453,87.60890197753906,6.978400230407715,43.15411376953125,MungBean,1100
30,44,16,29.730131149291992,82.89166259765625,6.442335605621338,50.91511154174805,MungBean,3000
1,59,23,27.468530654907227,87.1764907836914,7.184398651123047,43.784210205078125,MungBean,2700
9,48,22,27.770763397216797,87.09979248046875,6.402926445007324,49.50812530517578,MungBean,3400
14,41,17,29.12939453125,88.48312377929688,7.085982322692871,36.45012664794922,MungBean,3900
35,52,19,27.106067657470703,89.89593505859375,6.698574066162109,37.45680618286133,MungBean,3600
31,48,17,28.880788803100586,86.94207000732422,6.5947394371032715,53.797325134277344,MungBean,1800
4,41,20,28.14720916748047,83.8001480102539,6.647965431213379,37.44800567626953,MungBean,1500
30,37,25,29.89129066467285,80.1448745727539,7.12003231048584,54.79601287841797,MungBean,1200
9,35,20,27.415035247802734,80.98004913330078,6.913809299468994,40.53173065185547,MungBean,3500
20,41,20,29.273086547851562,89.48750305175781,7.073048114776611,50.92465591430664,MungBean,3800
37,50,23,29.652969360351562,88.48587036132812,6.530470848083496,56.01913070678711,MungBean,1400
34,35,21,28.445249557495117,82.67639923095703,6.684381484985352,58.187129974365234,MungBean,3500
14,37,15,27.962356567382812,83.97586822509766,6.581351280212402,48.93669509887695,MungBean,5000
23,39,22,29.256492614746094,81.97952270507812,6.86483907699585,42.02483367919922,MungBean,6000
5,45,21,28.362913131713867,88.00989532470703,6.487124443054199,43.051300048828125,MungBean,3000
22,37,20,27.62749481201172,86.49366760253906,6.6057329177856445,39.261375427246094,MungBean,4000
40,51,17,28.660863876342773,86.1219482421875,6.860602855682373,50.015342712402344,MungBean,4000
27,56,20,29.211421966552734,87.11497497558594,6.418743133544922,51.538482666015625,MungBean,8000
31,40,22,29.408893585205078,86.16063690185547,6.365513801574707,53.3548698425293,MungBean,1700
38,36,21,28.029525756835938,84.88457489013672,6.556373119354248,36.12042999267578,MungBean,2600
6,37,17,28.086572647094727,80.35005950927734,6.7606940269470215,38.14476776123047,MungBean,1750
6,47,18,29.161746978759766,80.28038024902344,6.715276718139648,40.16545867919922,MungBean,750
24,44,17,29.859691619873047,80.03499603271484,6.666380405426025,50.66487503051758,MungBean,700
25,59,19,29.066314697265625,83.68692016601562,6.626629829406738,43.95183563232422,MungBean,700
32,56,21,27.38538932800293,88.66664123535156,6.702772617340088,58.29933166503906,MungBean,700
8,45,18,27.930349349975586,85.42058563232422,7.011030673980713,43.25095748901367,MungBean,800
19,39,17,29.280860900878906,81.8009262084961,6.890156269073486,44.474273681640625,MungBean,700
39,37,15,28.997314453125,83.78911590576172,6.821746826171875,59.844993591308594,MungBean,800
33,37,19,27.926786422729492,86.5543212890625,7.183189868927002,43.48262023925781,MungBean,2200
26,54,17,28.547412872314453,88.95704650878906,6.27258825302124,49.489723205566406,MungBean,1200
21,51,15,29.364883422851562,89.1886978149414,6.6791276931762695,48.30159378051758,MungBean,3200
22,54,20,28.561498641967773,83.63802337646484,6.689825057983398,41.01313018798828,MungBean,2000
29,45,16,28.43683433532715,87.913330078125,6.5833821296691895,43.12063217163086,MungBean,2000
4,40,21,28.79728126525879,80.45744323730469,6.725551128387451,44.30070495605469,MungBean,800
10,37,22,28.727527618408203,89.12760162353516,7.0697479248046875,58.52974319458008,MungBean,900
4,44,19,27.956396102905273,83.52706146240234,6.921993732452393,43.257266998291016,MungBean,3475
20,45,17,28.17458724975586,83.69659423828125,6.7709550857543945,37.246463775634766,MungBean,4150
23,45,23,28.776535034179688,86.69133758544922,6.98313045501709,56.12443161010742,MungBean,1325
25,48,21,28.43809700012207,83.48991394042969,6.267684459686279,52.5546989440918,MungBean,3350
56,79,15,29.484399795532227,63.199153900146484,7.454532146453857,71.89090728759766,Blackgram,2000
25,62,21,26.734338760375977,68.13999938964844,7.040056228637695,67.15096282958984,Blackgram,1450
42,61,22,26.272743225097656,62.28814697265625,7.4186506271362305,70.2320785522461,Blackgram,1700
42,73,25,34.03679275512695,67.21113586425781,6.501869201660156,73.23573303222656,Blackgram,1600
44,58,18,28.036439895629883,65.0660171508789,6.814411163330078,72.49507904052734,Blackgram,1400
50,55,16,28.814607620239258,65.33538055419922,7.581442832946777,62.26242446899414,Blackgram,1500
35,72,21,34.03619384765625,64.28791046142578,7.741418838500977,66.85511016845703,Blackgram,1550
30,64,20,33.86429214477539,61.57072448730469,6.573531627655029,68.0219955444336,Blackgram,5400
27,64,21,32.84212875366211,68.68401336669922,7.543804168701172,73.67166137695312,Blackgram,2200
50,74,17,27.10053253173828,63.36085510253906,6.540820598602295,73.84949493408203,Blackgram,3650
39,73,24,25.658424377441406,61.18235778808594,7.224059104919434,69.28607940673828,Blackgram,1300
57,67,25,32.34743881225586,66.6145248413086,7.551364421844482,64.55882263183594,Blackgram,650
52,63,19,29.58949089050293,68.32176971435547,6.928898811340332,67.53021240234375,Blackgram,1300
55,66,22,30.912195205688477,68.79427337646484,7.747775077819824,66.6383056640625,Blackgram,1300
51,56,18,28.127878189086914,64.20977783203125,6.70650577545166,70.86341094970703,Blackgram,1550
36,66,15,30.085453033447266,69.3481216430664,6.668238639831543,67.1367416381836,Blackgram,1915
59,55,19,31.74379539489746,62.51007843017578,7.3323750495910645,68.97097778320312,Blackgram,1300
50,58,23,27.813268661499023,62.50460433959961,7.596802234649658,69.75555419921875,Blackgram,750
30,65,25,32.88733673095703,64.59457397460938,7.706509113311768,71.50569152832031,Blackgram,400
20,62,18,29.36358642578125,64.9874267578125,7.366542816162109,61.912086486816406,Blackgram,2250
58,71,15,27.825927734375,67.58618927001953,6.919243812561035,74.01229858398438,Blackgram,3250
25,71,24,28.49538803100586,60.448482513427734,7.1877217292785645,74.91559600830078,Blackgram,450
52,71,16,27.742748260498047,68.53997039794922,7.075886249542236,71.7861557006836,Blackgram,1100
40,63,18,30.415884017944336,67.66323852539062,6.744411468505859,63.02473068237305,Blackgram,750
20,60,25,27.325420379638672,69.0904769897461,6.726469039916992,61.192508697509766,Blackgram,550
48,61,21,30.28496551513672,61.69295120239258,6.628264904022217,65.62859344482422,Blackgram,400
49,68,22,28.56840705871582,61.53278732299805,7.127064228057861,63.49726486206055,Blackgram,4000
48,62,15,25.365861892700195,66.63796997070312,7.538631439208984,65.81655883789062,Blackgram,5300
32,66,17,34.946617126464844,65.26773834228516,7.162357807159424,70.14151763916016,Blackgram,910
21,63,22,25.097373962402344,67.72837829589844,6.859409332275391,74.61650085449219,Blackgram,4220
20,72,19,32.47648239135742,64.3484878540039,7.397191047668457,65.8204574584961,Blackgram,5200
25,65,21,33.86351013183594,68.59232330322266,6.880245685577393,69.24464416503906,Blackgram,1350
41,78,21,25.198577880859375,60.37332534790039,6.581313133239746,70.88787078857422,Blackgram,510
53,67,17,31.776817321777344,69.0185317993164,7.296972274780273,61.468929290771484,Blackgram,10000
39,60,21,34.89814758300781,63.5994873046875,6.9729766845703125,64.72797393798828,Blackgram,1800
25,76,17,31.74105453491211,68.63525390625,7.241148471832275,62.306175231933594,Blackgram,1100
21,78,19,27.161590576171875,66.76016998291016,6.920090675354004,69.85111999511719,Blackgram,1050
57,60,17,26.23773193359375,67.88521575927734,7.504608154296875,73.58663940429688,Blackgram,2450
56,75,15,30.20157241821289,60.06534957885742,7.1522722244262695,66.37171173095703,Blackgram,4600
49,72,15,31.55846405029297,67.83563995361328,7.137004852294922,74.8696060180664,Blackgram,3625
24,80,19,29.678924560546875,69.08545684814453,6.808041572570801,65.66436767578125,Blackgram,4500
49,76,18,27.053651809692383,67.70175170898438,7.393631935119629,60.469383239746094,Blackgram,450
28,68,19,34.63880920410156,61.38597869873047,7.699506759643555,72.43169403076172,Blackgram,1350
55,78,21,33.394386291503906,62.936927795410156,6.602888107299805,63.574459075927734,Blackgram,250
50,64,25,28.840791702270508,63.37230682373047,6.734447479248047,70.25496673583984,Blackgram,200
34,80,19,31.493383407592773,63.056365966796875,6.5212178230285645,71.48326873779297,Blackgram,250
20,68,23,25.549606323242188,63.954254150390625,7.707332611083984,63.18305206298828,Blackgram,200
55,67,16,34.373291015625,69.69366455078125,6.596718788146973,70.2718505859375,Blackgram,4860
23,70,15,34.600826263427734,63.11296844482422,7.403623580932617,60.417903900146484,Blackgram,3745
53,74,15,29.43463897705078,64.94329071044922,7.517096996307373,72.17818450927734,Blackgram,5325
26,67,16,29.10713005065918,67.90577697753906,7.176208019256592,67.83345794677734,Blackgram,2000
33,80,22,28.57006072998047,65.71765899658203,6.593961715698242,70.0866470336914,Blackgram,4000
37,79,19,27.543848037719727,69.34786224365234,7.143942832946777,69.40878295898438,Blackgram,3651
33,75,21,33.046878814697266,68.93875885009766,6.69065523147583,62.30278396606445,Blackgram,5200
22,55,20,33.95309066772461,69.96099853515625,7.423530578613281,61.16350555419922,Blackgram,1900
20,68,17,30.118730545043945,60.1168098449707,6.578714847564697,71.72980499267578,Blackgram,351
43,68,20,29.578126907348633,66.1758804321289,7.497469425201416,69.43895721435547,Blackgram,7800
44,76,22,27.264589309692383,68.0123291015625,7.775306224822998,68.91754150390625,Blackgram,3500
34,60,16,31.35730743408203,64.24992370605469,7.322555065155029,63.856689453125,Blackgram,1000
21,72,17,31.521047592163086,66.55723571777344,7.580527305603027,61.71111297607422,Blackgram,2500
25,68,19,29.39982795715332,64.2551040649414,7.108449935913086,67.47677612304688,Blackgram,4000
41,62,15,29.384002685546875,64.14928436279297,7.358974456787109,65.241943359375,Blackgram,1500
28,65,23,28.386865615844727,61.888710021972656,7.405176162719727,74.24459075927734,Blackgram,1500
35,64,15,28.474422454833984,63.53604507446289,6.500144958496094,69.5274429321289,Blackgram,800
52,58,16,30.64095687866211,61.145084381103516,7.167435646057129,71.36947631835938,Blackgram,1000
58,75,25,25.255962371826172,61.366695404052734,7.261791706085205,68.6468505859375,Blackgram,1000
34,66,19,32.970306396484375,60.18122100830078,7.586642265319824,73.44678497314453,Blackgram,1500
52,70,16,33.66855239868164,66.60417175292969,7.534811973571777,67.32520294189453,Blackgram,2500
23,57,19,32.839637756347656,67.99803924560547,7.251000881195068,73.40452575683594,Blackgram,4
42,58,25,27.45853614807129,62.900211334228516,6.513620853424072,69.46021270751953,Blackgram,2000
37,62,17,25.685766220092773,69.84354400634766,7.121254920959473,74.62068939208984,Blackgram,3000
44,75,22,30.032840728759766,64.14800262451172,7.574561595916748,71.21006774902344,Blackgram,1300
21,80,20,28.20667266845703,68.2708511352539,7.350869655609131,64.32887268066406,Blackgram,2000
56,76,16,28.272659301757812,61.18955993652344,7.513151168823242,63.299007415771484,Blackgram,4500
29,76,15,28.541723251342773,64.20201873779297,7.025607585906982,69.6886215209961,Blackgram,3000
43,61,20,26.871870040893555,61.61367416381836,6.804254055023193,63.518218994140625,Blackgram,3500
55,60,15,32.79766845703125,68.77993774414062,7.163043975830078,64.1141128540039,Blackgram,5000
44,63,15,26.423330307006836,64.51136779785156,7.338929653167725,63.4654655456543,Blackgram,3500
29,67,21,29.791810989379883,63.38789367675781,6.621323585510254,63.021697998046875,Blackgram,1700
47,63,16,27.440032958984375,67.10464477539062,6.661870956420898,72.50669860839844,Blackgram,1000
40,68,17,34.12629699707031,65.14877319335938,7.733149528503418,70.40795135498047,Blackgram,2000
58,61,15,30.949081420898438,64.233642578125,7.402891635894775,62.78730773925781,Blackgram,2
41,74,18,28.757518768310547,61.027015686035156,6.599147319793701,73.37686920166016,Blackgram,300
58,79,17,27.247665405273438,66.10123443603516,7.041741371154785,62.31842041015625,Blackgram,5
27,62,24,28.630054473876953,66.77094268798828,7.35387659072876,62.27373504638672,Blackgram,2900
27,60,17,26.417682647705078,63.6469841003418,7.026795387268066,64.42176818847656,Blackgram,8000
52,65,20,32.81705093383789,66.15665435791016,6.814301013946533,68.83924865722656,Blackgram,1800
44,55,25,29.632104873657227,65.9135971069336,7.4216084480285645,71.16332244873047,Blackgram,1400
21,62,24,33.49077224731445,62.73317337036133,6.84738302230835,65.45328521728516,Blackgram,1100
60,59,22,31.868473052978516,66.74217224121094,7.191522598266602,74.2223892211914,Blackgram,1500
33,77,21,30.32992172241211,65.62971496582031,7.012855052947998,71.64631652832031,Blackgram,12
59,58,17,28.54622459411621,66.3139419555664,7.368319034576416,62.83469772338867,Blackgram,4
29,63,17,30.02629852294922,67.88811492919922,7.261543273925781,66.47264862060547,Blackgram,3000
59,63,18,31.655311584472656,60.13263702392578,6.526691436767578,66.69096374511719,Blackgram,1700
29,70,15,30.334997177124023,63.54718780517578,6.872594356536865,74.1669921875,Blackgram,4
58,73,16,33.369842529296875,65.67718505859375,6.874142169952393,64.89517211914062,Blackgram,1500
55,77,22,31.434505462646484,62.99303436279297,7.760618209838867,64.7765121459961,Blackgram,1000
42,79,23,27.71678352355957,63.29103469848633,6.78184175491333,68.56507873535156,Blackgram,400
44,77,21,32.63918685913086,61.3009033203125,7.3269805908203125,61.83876037597656,Blackgram,1000
38,62,25,32.747737884521484,67.77954864501953,7.453975200653076,63.377845764160156,Blackgram,400
32,76,15,28.051536560058594,63.49802017211914,7.604110240936279,43.35795211791992,Lentil,5000
